,predicciones,valor real,diferencia
14927,263916.58031088085,264100.0,183.0
2126,75707.67441860466,75900.0,192.0
12652,75707.67441860466,75900.0,192.0
2188,57995.38153846154,57800.0,195.0
2924,57995.38153846154,57800.0,195.0
13930,87001.1655011655,86800.0,201.0
19768,57995.38153846154,58200.0,205.0
18703,57995.38153846154,58200.0,205.0
19501,75707.67441860466,75500.0,208.0
2612,75707.67441860466,75500.0,208.0
10283,263916.58031088085,263700.0,217.0
6103,157223.86634844868,157000.0,224.0
9681,87268.87871853547,87500.0,231.0
19929,87268.87871853547,87500.0,231.0
9653,87268.87871853547,87500.0,231.0
15460,87268.87871853547,87500.0,231.0
20074,87268.87871853547,87500.0,231.0
2715,87268.87871853547,87500.0,231.0
18801,87268.87871853547,87500.0,231.0
16784,87268.87871853547,87500.0,231.0
2523,87268.87871853547,87500.0,231.0
2671,87268.87871853547,87500.0,231.0
14071,123836.43263757115,123600.0,236.0
2224,150663.57142857142,150900.0,236.0
7888,337161.7924528302,337400.0,238.0
3186,103951.85185185185,104200.0,248.0
5462,285250.0,285000.0,250.0
5096,123836.43263757115,124100.0,264.0
6115,123836.43263757115,124100.0,264.0
14878,150663.57142857142,150400.0,264.0
15447,192234.38045375218,192500.0,266.0
20253,234032.74336283185,234300.0,267.0
12234,87268.87871853547,87000.0,269.0
2863,87268.87871853547,87000.0,269.0
7231,180874.59207459207,180600.0,275.0
10858,157223.86634844868,157500.0,276.0
19364,157223.86634844868,157500.0,276.0
15603,223185.19855595668,222900.0,285.0
18157,322988.0281690141,322700.0,288.0
16281,57995.38153846154,57700.0,295.0
16268,57995.38153846154,57700.0,295.0
1898,87001.1655011655,86700.0,301.0
10395,182104.96277915634,181800.0,305.0
2494,57995.38153846154,58300.0,305.0
12559,57995.38153846154,58300.0,305.0
3641,182104.96277915634,181800.0,305.0
11312,182104.96277915634,181800.0,305.0
12640,75707.67441860466,75400.0,308.0
14879,157223.86634844868,156900.0,324.0
8099,157223.86634844868,156900.0,324.0
12031,120771.2927756654,121100.0,329.0
10407,214670.07299270073,215000.0,330.0
12082,214670.07299270073,215000.0,330.0
6437,234032.74336283185,233700.0,333.0
16425,123836.43263757115,123500.0,336.0
6578,415538.04347826086,415900.0,362.0
8339,150663.57142857142,150300.0,364.0
669,192234.38045375218,192600.0,366.0
17676,192234.38045375218,192600.0,366.0
11685,269966.89419795224,269600.0,367.0
2118,87268.87871853547,86900.0,369.0
1887,87268.87871853547,86900.0,369.0
17418,120771.2927756654,120400.0,371.0
6504,180874.59207459207,180500.0,375.0
19139,157223.86634844868,157600.0,376.0
10288,263916.58031088085,264300.0,383.0
12442,75707.67441860466,76100.0,392.0
3626,182104.96277915634,182500.0,395.0
1163,57995.38153846154,57600.0,395.0
11236,182104.96277915634,182500.0,395.0
19920,87001.1655011655,86600.0,401.0
12566,87001.1655011655,86600.0,401.0
2473,57995.38153846154,58400.0,405.0
20191,223185.19855595668,223600.0,415.0
10007,157223.86634844868,156800.0,424.0
15518,157223.86634844868,156800.0,424.0
10047,157223.86634844868,156800.0,424.0
8084,180874.59207459207,181300.0,425.0
10822,180874.59207459207,181300.0,425.0
5820,180874.59207459207,181300.0,425.0
13363,180874.59207459207,181300.0,425.0
5326,180874.59207459207,181300.0,425.0
2248,120771.2927756654,121200.0,429.0
2124,87268.87871853547,87700.0,431.0
84,118368.52589641434,118800.0,431.0
19928,87268.87871853547,87700.0,431.0
4947,118368.52589641434,118800.0,431.0
20148,192234.38045375218,191800.0,434.0
6482,192234.38045375218,191800.0,434.0
8622,337161.7924528302,337600.0,438.0
10538,337161.7924528302,336700.0,462.0
11502,396434.9593495935,396900.0,465.0
7791,120771.2927756654,120300.0,471.0
10929,180874.59207459207,180400.0,475.0
12923,157223.86634844868,157700.0,476.0
12635,75707.67441860466,76200.0,492.0
5007,182104.96277915634,182600.0,495.0
2588,57995.38153846154,57500.0,495.0
18838,57995.38153846154,57500.0,495.0
2765,57995.38153846154,57500.0,495.0
19742,87001.1655011655,87500.0,499.0
9658,87001.1655011655,87500.0,499.0
1868,87001.1655011655,87500.0,499.0
20270,87001.1655011655,87500.0,499.0
4568,87001.1655011655,87500.0,499.0
9628,87001.1655011655,87500.0,499.0
17433,87001.1655011655,87500.0,499.0
3187,87001.1655011655,87500.0,499.0
1143,87001.1655011655,87500.0,499.0
1113,87001.1655011655,86500.0,501.0
12778,57995.38153846154,58500.0,505.0
11531,57995.38153846154,58500.0,505.0
2030,57995.38153846154,58500.0,505.0
13559,75707.67441860466,75200.0,508.0
7126,277318.1818181818,276800.0,518.0
7964,157223.86634844868,156700.0,524.0
3132,87268.87871853547,87800.0,531.0
4796,123836.43263757115,123300.0,536.0
1738,150663.57142857142,150100.0,564.0
19430,150663.57142857142,150100.0,564.0
8422,192234.38045375218,192800.0,566.0
11573,192234.38045375218,192800.0,566.0
11460,234032.74336283185,234600.0,567.0
13629,87268.87871853547,86700.0,569.0
6943,157223.86634844868,157800.0,576.0
686,157223.86634844868,157800.0,576.0
19200,157223.86634844868,157800.0,576.0
16160,327816.92307692306,328400.0,583.0
16561,322988.0281690141,322400.0,588.0
2893,57995.38153846154,57400.0,595.0
2809,57995.38153846154,57400.0,595.0
6099,182104.96277915634,182700.0,595.0
14259,87001.1655011655,86400.0,601.0
12431,57995.38153846154,58600.0,605.0
11145,182104.96277915634,181500.0,605.0
3631,182104.96277915634,181500.0,605.0
2645,75707.67441860466,75100.0,608.0
17716,339011.53846153844,338400.0,612.0
817,157223.86634844868,156600.0,624.0
1233,120771.2927756654,121400.0,629.0
3139,87268.87871853547,87900.0,631.0
7268,123836.43263757115,123200.0,636.0
14957,228260.52631578947,228900.0,639.0
19281,150663.57142857142,150000.0,664.0
20515,87268.87871853547,86600.0,669.0
14142,118368.52589641434,117700.0,669.0
16464,120771.2927756654,120100.0,671.0
7914,120771.2927756654,120100.0,671.0
10414,182104.96277915634,182800.0,695.0
14593,182104.96277915634,182800.0,695.0
3068,57995.38153846154,57300.0,695.0
14245,87001.1655011655,86300.0,701.0
1194,87001.1655011655,86300.0,701.0
2111,57995.38153846154,58700.0,705.0
9567,75707.67441860466,75000.0,708.0
11995,75707.67441860466,75000.0,708.0
3170,75707.67441860466,75000.0,708.0
1247,75707.67441860466,75000.0,708.0
13596,75707.67441860466,75000.0,708.0
19392,75707.67441860466,75000.0,708.0
1255,75707.67441860466,75000.0,708.0
3331,75707.67441860466,75000.0,708.0
8737,322988.0281690141,323700.0,712.0
4786,120771.2927756654,121500.0,729.0
2438,87268.87871853547,88000.0,731.0
9574,87268.87871853547,88000.0,731.0
9427,269966.89419795224,270700.0,733.0
10881,234032.74336283185,233300.0,733.0
19495,150663.57142857142,151400.0,736.0
15115,150663.57142857142,151400.0,736.0
2050,150663.57142857142,151400.0,736.0
847,150663.57142857142,151400.0,736.0
9475,123836.43263757115,124600.0,764.0
17655,234032.74336283185,234800.0,767.0
8123,118368.52589641434,117600.0,769.0
12238,120771.2927756654,120000.0,771.0
19506,120771.2927756654,120000.0,771.0
7667,157223.86634844868,158000.0,776.0
17872,157223.86634844868,158000.0,776.0
11444,263916.58031088085,264700.0,783.0
14541,182104.96277915634,182900.0,795.0
12580,87001.1655011655,87800.0,799.0
11838,87001.1655011655,87800.0,799.0
17820,188305.10204081633,187500.0,805.0
15163,182104.96277915634,181300.0,805.0
435,188305.10204081633,187500.0,805.0
9221,57995.38153846154,58800.0,805.0
2270,57995.38153846154,58800.0,805.0
7715,322988.0281690141,323800.0,812.0
13043,263916.58031088085,263100.0,817.0
5564,157223.86634844868,156400.0,824.0
4420,180874.59207459207,181700.0,825.0
655,180874.59207459207,181700.0,825.0
261,120771.2927756654,121600.0,829.0
2042,120771.2927756654,121600.0,829.0
15001,118368.52589641434,119200.0,831.0
20379,234032.74336283185,233200.0,833.0
12542,123836.43263757115,123000.0,836.0
213,123836.43263757115,124700.0,864.0
11617,192234.38045375218,193100.0,866.0
2633,87268.87871853547,86400.0,869.0
17416,118368.52589641434,117500.0,869.0
9691,157223.86634844868,158100.0,876.0
3502,157223.86634844868,158100.0,876.0
17848,263916.58031088085,264800.0,883.0
2490,75707.67441860466,76600.0,892.0
2450,75707.67441860466,76600.0,892.0
2075,57995.38153846154,57100.0,895.0
14254,87001.1655011655,87900.0,899.0
19663,87001.1655011655,86100.0,901.0
1797,87001.1655011655,86100.0,901.0
1650,182104.96277915634,181200.0,905.0
2371,57995.38153846154,58900.0,905.0
12261,75707.67441860466,74800.0,908.0
19244,223185.19855595668,224100.0,915.0
17497,277318.1818181818,276400.0,918.0
7157,157223.86634844868,156300.0,924.0
9637,157223.86634844868,156300.0,924.0
19146,157223.86634844868,156300.0,924.0
1808,157223.86634844868,156300.0,924.0
20122,157223.86634844868,156300.0,924.0
15300,180874.59207459207,181800.0,925.0
5988,180874.59207459207,181800.0,925.0
11257,214670.07299270073,215600.0,930.0
7461,123836.43263757115,122900.0,936.0
12311,123836.43263757115,122900.0,936.0
11284,228260.52631578947,229200.0,939.0
15480,192234.38045375218,193200.0,966.0
19917,87268.87871853547,86300.0,969.0
14940,214670.07299270073,213700.0,970.0
7120,214670.07299270073,213700.0,970.0
10071,120771.2927756654,119800.0,971.0
9200,120771.2927756654,119800.0,971.0
804,157223.86634844868,158200.0,976.0
15019,157223.86634844868,158200.0,976.0
1520,263916.58031088085,264900.0,983.0
10640,339011.53846153844,340000.0,988.0
16237,75707.67441860466,76700.0,992.0
12561,57995.38153846154,57000.0,995.0
10196,182104.96277915634,183100.0,995.0
3800,418896.4705882353,417900.0,996.0
7067,182104.96277915634,181100.0,1005.0
8470,182104.96277915634,181100.0,1005.0
16199,57995.38153846154,59000.0,1005.0
20281,182104.96277915634,181100.0,1005.0
2088,57995.38153846154,59000.0,1005.0
3054,57995.38153846154,59000.0,1005.0
10470,322988.0281690141,324000.0,1012.0
5590,223185.19855595668,224200.0,1015.0
877,223185.19855595668,224200.0,1015.0
14198,120771.2927756654,121800.0,1029.0
11288,214670.07299270073,215700.0,1030.0
10974,214670.07299270073,215700.0,1030.0
13525,87268.87871853547,88300.0,1031.0
3025,87268.87871853547,88300.0,1031.0
13603,87268.87871853547,88300.0,1031.0
9861,192234.38045375218,191200.0,1034.0
12060,123836.43263757115,122800.0,1036.0
3956,337161.7924528302,336100.0,1062.0
5106,150663.57142857142,149600.0,1064.0
20516,87268.87871853547,86200.0,1069.0
19481,180874.59207459207,179800.0,1075.0
10545,157223.86634844868,158300.0,1076.0
631,157223.86634844868,158300.0,1076.0
8996,223185.19855595668,222100.0,1085.0
1346,176410.86956521738,177500.0,1089.0
2639,75707.67441860466,76800.0,1092.0
6236,182104.96277915634,183200.0,1095.0
10179,182104.96277915634,183200.0,1095.0
13479,87001.1655011655,88100.0,1099.0
11893,87001.1655011655,85900.0,1101.0
14256,87001.1655011655,85900.0,1101.0
17710,182104.96277915634,181000.0,1105.0
7070,182104.96277915634,181000.0,1105.0
19814,57995.38153846154,59100.0,1105.0
9558,75707.67441860466,74600.0,1108.0
2470,75707.67441860466,74600.0,1108.0
10393,339011.53846153844,337900.0,1112.0
19308,277318.1818181818,276200.0,1118.0
16986,444921.53846153844,443800.0,1122.0
14507,157223.86634844868,156100.0,1124.0
9447,120771.2927756654,121900.0,1129.0
3817,214670.07299270073,215800.0,1130.0
12862,87268.87871853547,88400.0,1131.0
3519,234032.74336283185,232900.0,1133.0
19049,123836.43263757115,122700.0,1136.0
12748,150663.57142857142,151800.0,1136.0
14353,123836.43263757115,125000.0,1164.0
5985,123836.43263757115,125000.0,1164.0
7283,123836.43263757115,125000.0,1164.0
12482,123836.43263757115,125000.0,1164.0
16396,123836.43263757115,125000.0,1164.0
14795,123836.43263757115,125000.0,1164.0
7285,123836.43263757115,125000.0,1164.0
13541,87268.87871853547,86100.0,1169.0
16687,180874.59207459207,179700.0,1175.0
6139,157223.86634844868,158400.0,1176.0
984,277318.1818181818,278500.0,1182.0
13366,182104.96277915634,183300.0,1195.0
10525,182104.96277915634,183300.0,1195.0
16202,57995.38153846154,56800.0,1195.0
4929,87001.1655011655,88200.0,1199.0
12229,87001.1655011655,85800.0,1201.0
1132,87001.1655011655,85800.0,1201.0
321,87001.1655011655,85800.0,1201.0
1851,87001.1655011655,85800.0,1201.0
2600,57995.38153846154,59200.0,1205.0
15377,182104.96277915634,180900.0,1205.0
2296,75707.67441860466,74500.0,1208.0
14787,157223.86634844868,156000.0,1224.0
18564,157223.86634844868,156000.0,1224.0
17764,180874.59207459207,182100.0,1225.0
374,120771.2927756654,122000.0,1229.0
19015,120771.2927756654,122000.0,1229.0
3878,214670.07299270073,215900.0,1230.0
12025,87268.87871853547,88500.0,1231.0
13992,87268.87871853547,88500.0,1231.0
5568,234032.74336283185,232800.0,1233.0
16613,269966.89419795224,271200.0,1233.0
10410,150663.57142857142,151900.0,1236.0
3954,337161.7924528302,338400.0,1238.0
837,234032.74336283185,235300.0,1267.0
6907,234032.74336283185,235300.0,1267.0
11671,214670.07299270073,213400.0,1270.0
15478,157223.86634844868,158500.0,1276.0
4475,157223.86634844868,158500.0,1276.0
15503,339011.53846153844,340300.0,1288.0
12853,75707.67441860466,77000.0,1292.0
12263,57995.38153846154,56700.0,1295.0
7313,188305.10204081633,189600.0,1295.0
3214,57995.38153846154,56700.0,1295.0
1992,57995.38153846154,56700.0,1295.0
1112,87001.1655011655,88300.0,1299.0
16300,87001.1655011655,85700.0,1301.0
12244,87001.1655011655,85700.0,1301.0
311,87001.1655011655,85700.0,1301.0
16263,57995.38153846154,59300.0,1305.0
8134,223185.19855595668,224500.0,1315.0
1983,157223.86634844868,155900.0,1324.0
10273,214670.07299270073,216000.0,1330.0
20027,87268.87871853547,88600.0,1331.0
9573,87268.87871853547,88600.0,1331.0
20184,234032.74336283185,232700.0,1333.0
18193,234032.74336283185,232700.0,1333.0
7854,192234.38045375218,190900.0,1334.0
11560,192234.38045375218,190900.0,1334.0
15548,123836.43263757115,122500.0,1336.0
4013,337161.7924528302,338500.0,1338.0
12401,103951.85185185185,102600.0,1352.0
8953,269966.89419795224,268600.0,1367.0
20262,234032.74336283185,235400.0,1367.0
20004,87268.87871853547,85900.0,1369.0
10018,214670.07299270073,213300.0,1370.0
7103,214670.07299270073,213300.0,1370.0
7575,120771.2927756654,119400.0,1371.0
9852,180874.59207459207,179500.0,1375.0
17830,263916.58031088085,265300.0,1383.0
4024,223185.19855595668,221800.0,1385.0
11864,75707.67441860466,77100.0,1392.0
19386,75707.67441860466,77100.0,1392.0
20606,57995.38153846154,56600.0,1395.0
1185,57995.38153846154,59400.0,1405.0
10872,182104.96277915634,180700.0,1405.0
16215,57995.38153846154,59400.0,1405.0
2831,57995.38153846154,59400.0,1405.0
2695,75707.67441860466,74300.0,1408.0
10702,75707.67441860466,74300.0,1408.0
19223,277318.1818181818,275900.0,1418.0
10462,277318.1818181818,275900.0,1418.0
6255,157223.86634844868,155800.0,1424.0
20549,120771.2927756654,122200.0,1429.0
12784,120771.2927756654,122200.0,1429.0
915,234032.74336283185,232600.0,1433.0
1810,123836.43263757115,122400.0,1436.0
5653,269966.89419795224,268500.0,1467.0
15951,269966.89419795224,268500.0,1467.0
1459,214670.07299270073,213200.0,1470.0
7516,120771.2927756654,119300.0,1471.0
15150,120771.2927756654,119300.0,1471.0
19141,157223.86634844868,158700.0,1476.0
15173,263916.58031088085,265400.0,1483.0
19770,75707.67441860466,77200.0,1492.0
12618,182104.96277915634,183600.0,1495.0
3067,57995.38153846154,56500.0,1495.0
19138,182104.96277915634,183600.0,1495.0
14270,87001.1655011655,88500.0,1499.0
3319,87001.1655011655,88500.0,1499.0
9601,87001.1655011655,88500.0,1499.0
13539,87001.1655011655,85500.0,1501.0
1127,87001.1655011655,85500.0,1501.0
2990,57995.38153846154,59500.0,1505.0
19621,75707.67441860466,74200.0,1508.0
18692,223185.19855595668,224700.0,1515.0
9735,157223.86634844868,155700.0,1524.0
11090,214670.07299270073,216200.0,1530.0
2254,87268.87871853547,88800.0,1531.0
3730,192234.38045375218,190700.0,1534.0
1224,123836.43263757115,122300.0,1536.0
15568,337161.7924528302,335600.0,1562.0
17822,337161.7924528302,335600.0,1562.0
10320,337161.7924528302,335600.0,1562.0
15092,123836.43263757115,125400.0,1564.0
10850,192234.38045375218,193800.0,1566.0
14431,192234.38045375218,193800.0,1566.0
10233,192234.38045375218,193800.0,1566.0
8466,192234.38045375218,193800.0,1566.0
6863,269966.89419795224,268400.0,1567.0
10780,269966.89419795224,268400.0,1567.0
17734,234032.74336283185,235600.0,1567.0
2129,87268.87871853547,85700.0,1569.0
17791,214670.07299270073,213100.0,1570.0
14195,120771.2927756654,119200.0,1571.0
1407,180874.59207459207,179300.0,1575.0
1737,157223.86634844868,158800.0,1576.0
11811,157223.86634844868,158800.0,1576.0
5522,327816.92307692306,329400.0,1583.0
9314,327816.92307692306,329400.0,1583.0
18740,75707.67441860466,77300.0,1592.0
16297,57995.38153846154,56400.0,1595.0
14255,87001.1655011655,88600.0,1599.0
11973,87001.1655011655,88600.0,1599.0
12766,87001.1655011655,88600.0,1599.0
8471,182104.96277915634,180500.0,1605.0
10707,75707.67441860466,74100.0,1608.0
11385,339011.53846153844,337400.0,1612.0
10260,263916.58031088085,262300.0,1617.0
7548,157223.86634844868,155600.0,1624.0
19664,120771.2927756654,122400.0,1629.0
1182,87268.87871853547,88900.0,1631.0
3033,87268.87871853547,88900.0,1631.0
19387,87268.87871853547,88900.0,1631.0
6985,234032.74336283185,232400.0,1633.0
8531,234032.74336283185,232400.0,1633.0
5374,269966.89419795224,271600.0,1633.0
9771,192234.38045375218,190600.0,1634.0
16621,285250.0,283600.0,1650.0
7161,123836.43263757115,125500.0,1664.0
2551,87268.87871853547,85600.0,1669.0
3371,214670.07299270073,213000.0,1670.0
11663,214670.07299270073,213000.0,1670.0
14135,120771.2927756654,119100.0,1671.0
10218,120771.2927756654,119100.0,1671.0
1012,180874.59207459207,179200.0,1675.0
1078,180874.59207459207,179200.0,1675.0
16494,157223.86634844868,158900.0,1676.0
14627,157223.86634844868,158900.0,1676.0
18324,444921.53846153844,446600.0,1678.0
11016,263916.58031088085,265600.0,1683.0
17981,327816.92307692306,329500.0,1683.0
16036,223185.19855595668,221500.0,1685.0
1227,75707.67441860466,77400.0,1692.0
7757,182104.96277915634,183800.0,1695.0
3610,182104.96277915634,183800.0,1695.0
6327,182104.96277915634,183800.0,1695.0
5196,87001.1655011655,88700.0,1699.0
9584,87001.1655011655,85300.0,1701.0
2869,57995.38153846154,59700.0,1705.0
2788,182104.96277915634,180400.0,1705.0
3459,157223.86634844868,155500.0,1724.0
5939,157223.86634844868,155500.0,1724.0
19651,120771.2927756654,122500.0,1729.0
14148,120771.2927756654,122500.0,1729.0
11492,214670.07299270073,216400.0,1730.0
19066,269966.89419795224,271700.0,1733.0
5971,192234.38045375218,190500.0,1734.0
605,192234.38045375218,190500.0,1734.0
11262,192234.38045375218,190500.0,1734.0
13740,150663.57142857142,152400.0,1736.0
11210,150663.57142857142,152400.0,1736.0
9096,150663.57142857142,148900.0,1764.0
2300,87268.87871853547,85500.0,1769.0
2839,87268.87871853547,85500.0,1769.0
19535,120771.2927756654,119000.0,1771.0
10937,157223.86634844868,159000.0,1776.0
5675,444921.53846153844,446700.0,1778.0
1536,322988.0281690141,321200.0,1788.0
11241,182104.96277915634,183900.0,1795.0
5195,87001.1655011655,88800.0,1799.0
18738,87001.1655011655,85200.0,1801.0
1173,57995.38153846154,59800.0,1805.0
2013,75707.67441860466,73900.0,1808.0
9849,223185.19855595668,225000.0,1815.0
6748,223185.19855595668,225000.0,1815.0
18543,223185.19855595668,225000.0,1815.0
16047,223185.19855595668,225000.0,1815.0
4384,223185.19855595668,225000.0,1815.0
17871,223185.19855595668,225000.0,1815.0
3251,223185.19855595668,225000.0,1815.0
16661,223185.19855595668,225000.0,1815.0
18150,223185.19855595668,225000.0,1815.0
6067,263916.58031088085,262100.0,1817.0
10049,157223.86634844868,155400.0,1824.0
14158,157223.86634844868,155400.0,1824.0
7352,157223.86634844868,155400.0,1824.0
477,180874.59207459207,182700.0,1825.0
177,180874.59207459207,182700.0,1825.0
1076,120771.2927756654,122600.0,1829.0
11062,192234.38045375218,190400.0,1834.0
17382,150663.57142857142,152500.0,1836.0
1275,150663.57142857142,152500.0,1836.0
13394,150663.57142857142,152500.0,1836.0
19562,123836.43263757115,122000.0,1836.0
8748,337161.7924528302,339000.0,1838.0
10027,123836.43263757115,125700.0,1864.0
13840,87268.87871853547,85400.0,1869.0
18785,87268.87871853547,85400.0,1869.0
2519,87268.87871853547,85400.0,1869.0
17680,214670.07299270073,212800.0,1870.0
14286,157223.86634844868,159100.0,1876.0
10918,157223.86634844868,159100.0,1876.0
6970,277318.1818181818,279200.0,1882.0
6683,322988.0281690141,321100.0,1888.0
20032,75707.67441860466,77600.0,1892.0
9664,57995.38153846154,56100.0,1895.0
2726,57995.38153846154,56100.0,1895.0
14834,87001.1655011655,88900.0,1899.0
13722,87001.1655011655,85100.0,1901.0
1159,75707.67441860466,73800.0,1908.0
10579,263916.58031088085,262000.0,1917.0
19923,87268.87871853547,89200.0,1931.0
19904,87268.87871853547,89200.0,1931.0
11300,192234.38045375218,190300.0,1934.0
14899,123836.43263757115,121900.0,1936.0
8826,285250.0,283300.0,1950.0
9491,120771.2927756654,118800.0,1971.0
2786,120771.2927756654,118800.0,1971.0
1908,120771.2927756654,118800.0,1971.0
5850,120771.2927756654,118800.0,1971.0
15097,157223.86634844868,159200.0,1976.0
11417,277318.1818181818,279300.0,1982.0
10611,263916.58031088085,265900.0,1983.0
19514,75707.67441860466,77700.0,1992.0
2098,57995.38153846154,56000.0,1995.0
14596,182104.96277915634,184100.0,1995.0
19389,87001.1655011655,85000.0,2001.0
17447,182104.96277915634,180100.0,2005.0
19847,57995.38153846154,60000.0,2005.0
2922,75707.67441860466,73700.0,2008.0
14556,339011.53846153844,337000.0,2012.0
5475,327816.92307692306,325800.0,2017.0
1512,277318.1818181818,275300.0,2018.0
19376,277318.1818181818,275300.0,2018.0
14061,157223.86634844868,155200.0,2024.0
11212,180874.59207459207,182900.0,2025.0
11252,180874.59207459207,182900.0,2025.0
13295,120771.2927756654,122800.0,2029.0
11185,214670.07299270073,216700.0,2030.0
14227,87268.87871853547,89300.0,2031.0
14450,396434.9593495935,394400.0,2035.0
17452,150663.57142857142,152700.0,2036.0
14228,150663.57142857142,152700.0,2036.0
19913,103951.85185185185,101900.0,2052.0
12332,87268.87871853547,85200.0,2069.0
11675,214670.07299270073,212600.0,2070.0
3617,157223.86634844868,159300.0,2076.0
9674,157223.86634844868,159300.0,2076.0
3821,223185.19855595668,221100.0,2085.0
18523,322988.0281690141,320900.0,2088.0
6569,182104.96277915634,184200.0,2095.0
11853,57995.38153846154,55900.0,2095.0
7749,182104.96277915634,184200.0,2095.0
9623,57995.38153846154,55900.0,2095.0
13794,87001.1655011655,84900.0,2101.0
11237,182104.96277915634,180000.0,2105.0
5984,263916.58031088085,261800.0,2117.0
8486,157223.86634844868,155100.0,2124.0
3497,214670.07299270073,216800.0,2130.0
15428,123836.43263757115,121700.0,2136.0
13444,123836.43263757115,121700.0,2136.0
19294,192234.38045375218,194400.0,2166.0
20542,234032.74336283185,236200.0,2167.0
3366,87268.87871853547,85100.0,2169.0
7247,180874.59207459207,178700.0,2175.0
10942,157223.86634844868,159400.0,2176.0
17121,157223.86634844868,159400.0,2176.0
20187,277318.1818181818,279500.0,2182.0
15987,327816.92307692306,330000.0,2183.0
16637,327816.92307692306,330000.0,2183.0
10501,322988.0281690141,320800.0,2188.0
11736,182104.96277915634,184300.0,2195.0
19843,57995.38153846154,55800.0,2195.0
2378,57995.38153846154,55800.0,2195.0
20063,57995.38153846154,55800.0,2195.0
2152,57995.38153846154,60200.0,2205.0
12600,75707.67441860466,73500.0,2208.0
64,75707.67441860466,73500.0,2208.0
7786,157223.86634844868,155000.0,2224.0
9171,157223.86634844868,155000.0,2224.0
1609,157223.86634844868,155000.0,2224.0
6805,180874.59207459207,183100.0,2225.0
9987,180874.59207459207,183100.0,2225.0
233,234032.74336283185,231800.0,2233.0
16735,269966.89419795224,272200.0,2233.0
7879,234032.74336283185,231800.0,2233.0
10183,192234.38045375218,190000.0,2234.0
19145,123836.43263757115,121600.0,2236.0
1954,123836.43263757115,121600.0,2236.0
8318,285250.0,287500.0,2250.0
15735,285250.0,287500.0,2250.0
3995,337161.7924528302,334900.0,2262.0
10565,150663.57142857142,148400.0,2264.0
9906,192234.38045375218,194500.0,2266.0
5956,192234.38045375218,194500.0,2266.0
2960,87268.87871853547,85000.0,2269.0
2514,87268.87871853547,85000.0,2269.0
2160,87268.87871853547,85000.0,2269.0
19668,120771.2927756654,118500.0,2271.0
1883,120771.2927756654,118500.0,2271.0
1047,120771.2927756654,118500.0,2271.0
6282,157223.86634844868,159500.0,2276.0
10928,157223.86634844868,159500.0,2276.0
12741,157223.86634844868,159500.0,2276.0
8699,277318.1818181818,279600.0,2282.0
11621,322988.0281690141,320700.0,2288.0
20031,75707.67441860466,78000.0,2292.0
13909,75707.67441860466,78000.0,2292.0
10397,182104.96277915634,184400.0,2295.0
12622,182104.96277915634,184400.0,2295.0
312,87001.1655011655,89300.0,2299.0
