,predicciones,valor real,diferencia
16862,228965.62537689632,228500.0,466.0
13777,123265.71802220863,122800.0,466.0
7349,190130.43417923074,190600.0,470.0
7555,117871.34426927226,117400.0,471.0
14255,89073.9065743525,88600.0,474.0
787,189973.60490711746,189500.0,474.0
1184,63125.321908011945,63600.0,475.0
7998,216674.97503663247,216200.0,475.0
16235,65881.30017223986,65400.0,481.0
6494,174083.20429798772,173600.0,483.0
8220,149516.85830111257,150000.0,483.0
15440,253217.39592000537,253700.0,483.0
3822,210902.12543854574,210400.0,502.0
20014,99007.04543571509,98500.0,507.0
6643,142811.44869684448,142300.0,511.0
7413,152111.55499835222,151600.0,512.0
2987,63186.936259232694,63700.0,513.0
1096,86987.26690929433,87500.0,513.0
15144,170614.3206432097,170100.0,514.0
720,173481.283934316,174000.0,519.0
16407,130922.9645577351,130400.0,523.0
12857,77871.33232665251,78400.0,529.0
19221,213836.37064402728,213300.0,536.0
12705,137139.6456074158,136600.0,540.0
7002,158743.12215740143,158200.0,543.0
748,157749.75325011814,158300.0,550.0
6118,137944.27441502994,138500.0,556.0
14974,131737.52887845374,132300.0,562.0
12179,103637.02724491761,104200.0,563.0
18701,88069.10047809692,87500.0,569.0
222,272428.90146231244,273000.0,571.0
1123,109623.94352570755,110200.0,576.0
3654,176080.5883094642,175500.0,581.0
7214,144415.48156972454,145000.0,585.0
17719,348987.868941583,348400.0,588.0
14758,139889.78205395458,139300.0,590.0
5603,168592.8864994742,168000.0,593.0
16468,87195.81561832406,87800.0,604.0
18969,119789.63739834286,120400.0,610.0
13675,85089.06022314946,85700.0,611.0
1229,100289.36584543114,100900.0,611.0
3211,60314.76893021981,59700.0,615.0
4178,149077.7184858582,149700.0,622.0
10050,152377.42689021552,153000.0,623.0
7847,145175.52291185406,145800.0,624.0
19183,200576.22205905206,201200.0,624.0
9092,135673.31585008485,136300.0,627.0
10042,117727.52205451645,117100.0,628.0
10221,174371.34258103822,175000.0,629.0
5851,211467.1504796746,212100.0,633.0
6817,204565.48568272564,205200.0,635.0
18565,151063.730519773,151700.0,636.0
59,59362.77112624628,60000.0,637.0
10994,225636.94619272716,225000.0,637.0
12876,95854.73967258938,96500.0,645.0
5870,231353.54894116256,232000.0,646.0
7664,175451.76395865317,176100.0,648.0
7913,158849.2210975306,159500.0,651.0
12699,54342.34537142108,55000.0,658.0
17728,242559.55006360225,241900.0,660.0
2232,80167.4930300168,79500.0,667.0
20321,213868.2162737171,213200.0,668.0
8173,234328.31096407256,235000.0,672.0
10121,136821.96685063085,137500.0,678.0
6230,194582.78025083672,193900.0,683.0
20525,141013.11266349853,141700.0,687.0
14154,186194.24640161052,185500.0,694.0
1435,164802.39176096817,165500.0,698.0
840,230999.52268455192,231700.0,700.0
8831,299298.7277240106,300000.0,701.0
9722,254204.34490825885,253500.0,704.0
12170,72008.18559201981,71300.0,708.0
19018,139589.04916754962,140300.0,711.0
12800,61612.29299299512,60900.0,712.0
19295,175714.59854302442,175000.0,715.0
7072,191077.15284431286,191800.0,723.0
6352,183777.13538312315,184500.0,723.0
7108,213525.3059780935,212800.0,725.0
7830,146672.5833297084,147400.0,727.0
11759,202964.43289360826,203700.0,736.0
3502,158837.87424081741,158100.0,738.0
8677,281042.4733837561,280300.0,742.0
280,318943.0040079864,318200.0,743.0
15223,214143.48343210036,213400.0,743.0
7490,95952.72379527814,96700.0,747.0
16731,157851.76320389708,158600.0,748.0
6927,143048.20093948152,143800.0,752.0
7076,207338.09011616194,208100.0,762.0
6515,172334.3593419425,173100.0,766.0
14433,216868.15163338577,216100.0,768.0
7610,101119.40782299291,101900.0,781.0
14427,253883.29046643045,253100.0,783.0
3094,68917.0426247278,69700.0,783.0
4470,157286.95079992063,156500.0,787.0
12775,67591.94791278522,66800.0,792.0
7591,92807.94596386916,93600.0,792.0
6025,135101.44242547787,134300.0,801.0
7404,169704.93434388816,168900.0,805.0
678,193716.806795546,192900.0,817.0
3193,51775.14132579765,52600.0,825.0
12247,136768.1689052422,137600.0,832.0
7779,158367.9247066536,159200.0,832.0
17125,154865.18303903812,155700.0,835.0
3090,97737.90335875572,96900.0,838.0
8398,178341.15770801975,177500.0,841.0
14655,168758.68536223736,169600.0,841.0
760,162644.53626667758,161800.0,845.0
5171,90547.26265008887,89700.0,847.0
13445,112644.7064286944,113500.0,855.0
2088,59857.99479245496,59000.0,858.0
5873,228241.04276166347,229100.0,859.0
16552,156568.20483814323,155700.0,868.0
16604,196072.26719992203,195200.0,872.0
589,196685.54767669286,195800.0,886.0
9701,129510.18531527414,130400.0,890.0
15892,195990.2888647133,195100.0,890.0
19409,155403.54089075266,156300.0,896.0
10836,263294.9358034972,264200.0,905.0
2526,57789.354686304374,58700.0,911.0
17789,177687.7136800141,178600.0,912.0
19688,64313.66241548644,63400.0,914.0
1403,236520.87877243475,235600.0,921.0
16521,98277.9245337137,99200.0,922.0
13251,120230.44770153935,119300.0,930.0
9102,134867.84456492434,135800.0,932.0
1236,122566.2766020388,123500.0,934.0
20018,76460.5912457798,77400.0,939.0
3460,181560.89788948666,182500.0,939.0
17669,113449.72146058045,112500.0,950.0
17572,191650.06239212133,192600.0,950.0
20598,54548.001471472904,55500.0,952.0
12797,58844.84553461196,59800.0,955.0
10862,245044.82890630965,246000.0,955.0
4799,142842.64398465192,143800.0,957.0
9769,113342.00359849868,114300.0,958.0
2068,80340.92802689405,81300.0,959.0
6936,159638.0988863446,160600.0,962.0
14002,113770.43633525536,112800.0,970.0
9175,135115.6515965881,136100.0,984.0
4563,132287.40912441167,131300.0,987.0
13338,160086.9543546013,159100.0,987.0
11162,195109.76673912987,196100.0,990.0
7306,153703.00418498207,154700.0,997.0
3947,179490.0110150885,180500.0,1010.0
11541,213788.04794872823,214800.0,1012.0
12708,101983.82987202852,103000.0,1016.0
16724,183784.0218166467,184800.0,1016.0
6828,202021.35968570734,201000.0,1021.0
4298,113523.01683676997,112500.0,1023.0
15937,218372.45802506895,219400.0,1028.0
4576,217729.6586034559,216700.0,1030.0
2813,53668.7668173617,54700.0,1031.0
19663,85067.89563182477,86100.0,1032.0
19721,63036.000399836776,62000.0,1036.0
10950,156962.87448910714,158000.0,1037.0
542,266440.90951022133,265400.0,1041.0
1160,87443.14189348681,86400.0,1043.0
10251,172747.84767306593,171700.0,1048.0
20288,189049.498870286,188000.0,1049.0
4929,89257.98477757387,88200.0,1058.0
6088,179542.08112311774,180600.0,1058.0
13996,81062.2861716866,80000.0,1062.0
6879,204763.79943885267,203700.0,1064.0
12459,81335.4346061626,82400.0,1065.0
10173,204733.4837303144,205800.0,1067.0
11222,211423.09203501107,212500.0,1077.0
16475,117879.58104337126,116800.0,1080.0
13280,140379.67455917722,139300.0,1080.0
7332,170488.15159946712,169400.0,1088.0
18696,77993.5601822543,76900.0,1094.0
12596,102799.52306217598,103900.0,1100.0
5744,186400.08558876804,187500.0,1100.0
14127,96101.23492471167,95000.0,1101.0
4476,148604.42393589093,147500.0,1104.0
12581,71490.22681296873,72600.0,1110.0
343,83913.90523645407,82800.0,1114.0
11327,186884.08808808148,188000.0,1116.0
12188,112418.16680012576,111300.0,1118.0
11275,204918.14205928377,203800.0,1118.0
15495,278781.10556956637,279900.0,1119.0
17569,248866.723996494,250000.0,1133.0
12640,74265.85418103021,75400.0,1134.0
7218,144534.63378052655,143400.0,1135.0
13103,242036.75032087162,240900.0,1137.0
3339,101957.80426566084,103100.0,1142.0
4479,136841.50375559882,135700.0,1142.0
14673,113643.35078018499,112500.0,1143.0
14760,126143.8110312896,125000.0,1144.0
18152,290253.9802560193,291400.0,1146.0
5372,339252.8949001272,340400.0,1147.0
6292,193253.49487139916,192100.0,1153.0
15295,186343.52723709974,187500.0,1156.0
6598,136856.71915789452,135700.0,1157.0
12940,257535.66044723746,258700.0,1164.0
9378,311166.9710199947,310000.0,1167.0
11731,102172.71801771547,101000.0,1173.0
9630,78573.10591823596,77400.0,1173.0
8167,224179.29034144417,223000.0,1179.0
19821,105120.36641240321,106300.0,1180.0
7165,120608.12796883154,121800.0,1192.0
11378,231596.22579491974,230400.0,1196.0
6122,145597.66111898233,144400.0,1198.0
14347,192899.1275966411,191700.0,1199.0
4202,157206.1016336207,156000.0,1206.0
7738,225285.38885968403,226500.0,1215.0
17727,228826.09280274235,227600.0,1226.0
763,165373.2368146814,166600.0,1227.0
19553,76230.4326192261,75000.0,1230.0
8519,243232.52875691993,242000.0,1233.0
15346,98356.04255701255,99600.0,1244.0
9089,139443.54424108923,138200.0,1244.0
4472,134250.97152632035,135500.0,1249.0
7009,171953.7792382552,170700.0,1254.0
18800,64342.205718401005,65600.0,1258.0
19728,99460.23149400312,98200.0,1260.0
13333,158613.2232666368,159900.0,1287.0
6182,182392.29622089062,181100.0,1292.0
2821,62206.08527924775,63500.0,1294.0
19009,127295.14645437346,126000.0,1295.0
1481,166996.26444825318,165700.0,1296.0
7954,155400.73054018445,156700.0,1299.0
20585,84901.4390139285,83600.0,1301.0
5085,93503.07676416682,92200.0,1303.0
20360,300704.3923490121,299400.0,1304.0
11940,119803.90363426725,118500.0,1304.0
15404,194695.22367978495,196000.0,1305.0
2185,113807.96820901471,112500.0,1308.0
3594,255208.52099540606,253900.0,1309.0
18187,225910.0784266603,224600.0,1310.0
7064,178510.01129646503,177200.0,1310.0
5915,137486.72920912513,138800.0,1313.0
19579,169186.66567652332,170500.0,1313.0
19836,63687.14159608941,65000.0,1313.0
1556,404721.94364765915,403400.0,1322.0
861,215575.21034667097,216900.0,1325.0
6216,196269.3821670255,197600.0,1331.0
6155,155436.8742294204,154100.0,1337.0
18554,205060.62394387813,206400.0,1339.0
8279,206459.69570404864,207800.0,1340.0
17726,218740.08085640837,217400.0,1340.0
1281,106440.09953040388,105100.0,1340.0
1932,198843.1494448354,197500.0,1343.0
11424,284756.29757342953,286100.0,1344.0
18528,222553.94678077163,223900.0,1346.0
1187,55750.03760596333,57100.0,1350.0
5926,213051.31302492673,211700.0,1351.0
13941,69948.67352891524,71300.0,1351.0
7586,99447.891341096,100800.0,1352.0
19153,163354.4797616926,162000.0,1354.0
7171,138943.18949434054,140300.0,1357.0
1113,85139.10272153124,86500.0,1361.0
1679,177535.23669313636,178900.0,1365.0
2179,104733.6140885422,106100.0,1366.0
9948,229970.1089330855,228600.0,1370.0
5947,284769.8563433202,283400.0,1370.0
6344,138870.8403474006,137500.0,1371.0
12612,172574.20325191374,171200.0,1374.0
4145,173474.36614731766,172100.0,1374.0
11917,133480.33269417958,132100.0,1380.0
3467,268720.02836996026,270100.0,1380.0
3649,180180.6474977821,178800.0,1381.0
9607,69685.05623554735,68300.0,1385.0
11847,131888.7126927694,130500.0,1389.0
4919,104408.78769807398,105800.0,1391.0
17736,230607.07824956192,232000.0,1393.0
7031,141103.6490612687,142500.0,1396.0
20334,233596.8311761625,232200.0,1397.0
16322,108900.14427093221,110300.0,1400.0
9566,64698.023814387445,66100.0,1402.0
18003,272097.40063544665,273500.0,1403.0
4400,214907.49942989342,213500.0,1407.0
7242,163192.41460635266,164600.0,1408.0
6810,209490.84603319337,210900.0,1409.0
4437,136781.33749598693,138200.0,1419.0
6229,211619.7516727304,210200.0,1420.0
5161,97872.72689147948,99300.0,1427.0
7596,92926.87949376032,91500.0,1427.0
607,186327.77905774416,184900.0,1428.0
8534,206429.83823968834,205000.0,1430.0
18536,241431.76051928036,240000.0,1432.0
17407,114067.37601961635,115500.0,1433.0
7230,154733.27628491822,153300.0,1433.0
7755,185334.690470168,183900.0,1435.0
6982,272063.7541480146,273500.0,1436.0
6795,171438.09028778804,170000.0,1438.0
12578,79158.14441615329,80600.0,1442.0
6238,164144.15356177688,162700.0,1444.0
19141,157255.74193684084,158700.0,1444.0
12850,78755.48347797993,80200.0,1445.0
5855,223449.7254388658,222000.0,1450.0
7236,157953.56550736158,156500.0,1454.0
16448,85443.8176494957,86900.0,1456.0
4241,409242.9638516194,410700.0,1457.0
6907,233841.27531913036,235300.0,1459.0
2817,53363.21474344775,51900.0,1463.0
8211,131466.12622075315,130000.0,1466.0
15429,112766.7239735575,111300.0,1467.0
13480,87568.52534042773,86100.0,1469.0
12531,88972.51206916827,87500.0,1473.0
13632,89018.92977637719,90500.0,1481.0
13408,100084.80831898379,98600.0,1485.0
13729,150787.2715669696,149300.0,1487.0
19285,147608.91909749285,149100.0,1491.0
7693,192594.57725711804,191100.0,1495.0
8028,217300.22584172685,215800.0,1500.0
4294,161000.47813110068,162500.0,1500.0
6332,323494.7187238621,325000.0,1505.0
2116,76211.67193802146,74700.0,1512.0
3288,113013.42946570567,111500.0,1513.0
14798,141685.76608550924,143200.0,1514.0
10183,188483.83275573215,190000.0,1516.0
7381,113283.43178132692,114800.0,1517.0
14493,265882.0058965675,267400.0,1518.0
4535,142618.5940097955,141100.0,1519.0
8130,149630.86978829445,148100.0,1531.0
13364,202635.9919141934,201100.0,1536.0
3509,222660.25381349595,224200.0,1540.0
13218,226939.78630912988,225400.0,1540.0
7629,189442.4533200437,187900.0,1542.0
13318,109655.71665220018,111200.0,1544.0
13784,115044.47582858379,113500.0,1544.0
4374,212446.41978214265,210900.0,1546.0
714,199060.42426507364,197500.0,1560.0
3016,129860.3164497783,128300.0,1560.0
12736,378430.4619938218,380000.0,1570.0
20368,177571.07708701698,176000.0,1571.0
5586,266727.2860833184,268300.0,1573.0
4772,172975.18064782865,171400.0,1575.0
2126,77480.80360146772,75900.0,1581.0
7328,166613.73701639546,168200.0,1586.0
3753,220813.30855754836,222400.0,1587.0
11238,178802.14844137503,180400.0,1598.0
7844,149300.74519976435,150900.0,1599.0
11436,291406.0749981272,289800.0,1606.0
6081,193308.55267687343,191700.0,1609.0
20149,236289.11676935482,237900.0,1611.0
13827,100284.99760860039,101900.0,1615.0
5864,225282.7714316616,226900.0,1617.0
1837,143316.91797504915,141700.0,1617.0
11113,223381.00204803384,225000.0,1619.0
7936,119943.10513257675,118300.0,1643.0
6271,152445.4667362393,150800.0,1645.0
9739,130753.84342180044,132400.0,1646.0
16505,136246.05328844234,134600.0,1646.0
16256,48852.69261442515,50500.0,1647.0
11636,227946.7330282833,229600.0,1653.0
936,249853.52294716905,248200.0,1654.0
4375,201655.45070686252,200000.0,1655.0
7987,174660.21293324602,173000.0,1660.0
5174,96339.01509905767,98000.0,1661.0
5160,93065.52882598719,91400.0,1666.0
3479,317629.16117056354,319300.0,1671.0
13451,132277.36312019426,130600.0,1677.0
13615,85818.72272834627,87500.0,1681.0
2982,86383.29326289764,84700.0,1683.0
10587,182412.0817253286,184100.0,1688.0
5874,225211.40302313326,226900.0,1689.0
19157,179190.28259195175,177500.0,1690.0
11314,224494.6554445758,222800.0,1695.0
16794,278994.4997652982,280700.0,1706.0
13974,109690.60788173709,111400.0,1709.0
1821,289910.82589770947,288200.0,1711.0
16219,115416.69518456465,113700.0,1717.0
4436,174919.48584958373,173200.0,1719.0
14309,83027.91726700126,81300.0,1728.0
4503,123629.21936778791,121900.0,1729.0
7290,149933.33223775183,148200.0,1733.0
18700,103434.76581028939,101700.0,1735.0
4815,130763.66837577944,132500.0,1736.0
5709,201749.59615900533,200000.0,1750.0
19673,128550.70949474248,126800.0,1751.0
9994,183348.08943038652,185100.0,1752.0
19531,132055.54601942145,130300.0,1756.0
11128,119855.64921154859,118100.0,1756.0
10085,262337.35097604315,264100.0,1763.0
15038,228564.83463538336,226800.0,1765.0
18774,64234.435017118056,66000.0,1766.0
8531,234167.96574938172,232400.0,1768.0
4457,183130.69635337082,184900.0,1769.0
4464,141280.56673317388,139500.0,1781.0
19156,193584.21909533362,191800.0,1784.0
4021,220791.1836224734,219000.0,1791.0
14778,137093.99811540378,135300.0,1794.0
1157,99295.60973349804,97500.0,1796.0
356,157297.64647542793,155500.0,1798.0
8199,207600.13101933573,209400.0,1800.0
20280,178695.4670464139,180500.0,1805.0
13005,149106.54046856982,147300.0,1807.0
4159,165892.65204520986,167700.0,1807.0
17616,215810.01603905592,214000.0,1810.0
5185,92110.11142583247,90300.0,1810.0
7209,142624.98081204246,140800.0,1825.0
11178,300724.7263925229,298900.0,1825.0
277,196268.63503995663,198100.0,1831.0
15478,160330.7115715948,158500.0,1831.0
4510,133067.15300242548,134900.0,1833.0
13372,189867.33355816736,191700.0,1833.0
19036,123165.20663121573,125000.0,1835.0
15141,151954.48289850427,153800.0,1846.0
9708,125051.22678084418,123200.0,1851.0
11300,188443.5963146946,190300.0,1856.0
13477,124558.74361891704,122700.0,1859.0
9653,85638.33321788997,87500.0,1862.0
19652,80936.7225388131,82800.0,1863.0
5090,100735.9835880523,102600.0,1864.0
319,83267.11398409752,81400.0,1867.0
2920,59732.90653033226,61600.0,1867.0
12769,66769.98220841013,64900.0,1870.0
17941,252969.577036983,251100.0,1870.0
4207,154428.27828076456,156300.0,1872.0
4890,112416.41900062174,114300.0,1884.0
12883,118811.4603109168,120700.0,1889.0
7225,153789.41512308826,151900.0,1889.0
7777,161591.2727912808,159700.0,1891.0
1810,120508.07245552787,122400.0,1892.0
7396,92894.9035123593,94800.0,1905.0
8996,224012.65884877942,222100.0,1913.0
7578,122113.19369975422,120200.0,1913.0
719,194984.26361923924,196900.0,1916.0
18817,72917.25427185782,71000.0,1917.0
6903,200724.76714140063,198800.0,1925.0
4601,223071.70184691637,225000.0,1928.0
10837,372269.3410298856,374200.0,1931.0
17701,220867.82914214718,222800.0,1932.0
7782,178766.89469572544,180700.0,1933.0
5908,153567.25766314336,155500.0,1933.0
17070,313735.00775082177,311800.0,1935.0
7184,135843.17681786217,133900.0,1943.0
18698,72854.19909534976,74800.0,1946.0
329,81655.81395582951,79700.0,1956.0
16610,140142.5923302774,142100.0,1957.0
5998,134440.90468939373,136400.0,1959.0
7801,174340.223020084,176300.0,1960.0
19532,80531.82977380604,82500.0,1968.0
1044,142123.89483508383,144100.0,1976.0
4423,176976.80324692538,175000.0,1977.0
7415,141423.42149597834,143400.0,1977.0
5613,140079.9351231732,138100.0,1980.0
12025,86515.85542129824,88500.0,1984.0
4316,211994.86132873662,210000.0,1995.0
19173,189902.6042128049,191900.0,1997.0
17504,183898.09812377233,181900.0,1998.0
18418,309502.3748333432,311500.0,1998.0
8212,120300.20843297246,118300.0,2000.0
9497,222996.1025118093,225000.0,2004.0
15706,119504.47495590404,117500.0,2004.0
16742,232111.94039042,230100.0,2012.0
14621,166120.3567435517,164100.0,2020.0
6031,126778.65505265226,128800.0,2021.0
17911,285177.9119141941,287200.0,2022.0
11156,222722.9388901371,220700.0,2023.0
11728,227024.20031194846,225000.0,2024.0
19040,133575.4171296352,135600.0,2025.0
12169,110470.18205650072,112500.0,2030.0
19684,59463.89150253433,61500.0,2036.0
12328,70236.92904816309,68200.0,2037.0
11163,210458.62933487093,212500.0,2041.0
18943,137042.78473791413,135000.0,2043.0
1437,228944.02273946613,226900.0,2044.0
19284,181253.2635192107,183300.0,2047.0
1077,114252.85383517502,116300.0,2047.0
12269,106952.70645706632,104900.0,2053.0
8699,281655.40830726293,279600.0,2055.0
6538,135438.36589324984,137500.0,2062.0
6355,165963.51019073828,163900.0,2064.0
4192,181728.38826117656,183800.0,2072.0
13292,143086.714133486,141000.0,2087.0
13514,107700.58300351581,105600.0,2101.0
9767,100594.98426276087,102700.0,2105.0
20286,179988.0853100077,182100.0,2112.0
13435,92985.89217791168,95100.0,2114.0
16266,60685.35365083587,62800.0,2115.0
5561,173781.03839458528,175900.0,2119.0
1358,85624.59896819876,83500.0,2125.0
17182,357927.0204757892,355800.0,2127.0
6115,121971.81716369538,124100.0,2128.0
14345,257129.4291224533,255000.0,2129.0
4403,158429.57440351075,156300.0,2130.0
10232,160370.01781791358,162500.0,2130.0
360,273265.28182571486,275400.0,2135.0
12587,194034.63457845707,191900.0,2135.0
18217,282462.3490138042,284600.0,2138.0
18790,74360.1280184983,76500.0,2140.0
19970,47359.00666929784,49500.0,2141.0
372,105752.82909856338,107900.0,2147.0
13077,94556.22259500701,92400.0,2156.0
7312,157243.82746813472,159400.0,2156.0
4303,251143.3301935723,253300.0,2157.0
4776,159336.60155979046,161500.0,2163.0
14652,168863.95577875155,166700.0,2164.0
19079,173833.6083667757,176000.0,2166.0
8209,118067.49248990245,115900.0,2167.0
5309,314530.8741914809,316700.0,2169.0
13792,128731.27346524116,130900.0,2169.0
17913,256781.02835470994,254600.0,2181.0
979,245016.4622686445,247200.0,2184.0
11680,197284.2260571038,195100.0,2184.0
19356,169713.05996447252,171900.0,2187.0
10180,189693.90517190247,187500.0,2194.0
8043,216795.86560404647,214600.0,2196.0
18437,186104.3925894488,183900.0,2204.0
4537,147203.54719300827,145000.0,2204.0
13188,124009.32256606934,121800.0,2209.0
17576,248612.5782750056,246400.0,2213.0
11253,150886.64064917082,153100.0,2213.0
3665,149283.98286598767,151500.0,2216.0
4023,218217.04812324987,216000.0,2217.0
5150,88679.446334874,90900.0,2221.0
9771,188378.09409533264,190600.0,2222.0
822,166977.5570494239,169200.0,2222.0
13975,91222.75703653882,89000.0,2223.0
18789,100725.80833714522,98500.0,2226.0
15600,215171.90270854553,217400.0,2228.0
3176,81670.36014456028,83900.0,2230.0
18984,258868.42415619848,261100.0,2232.0
17997,278164.2303583275,280400.0,2236.0
6117,153637.1763179497,151400.0,2237.0
8041,221042.3299348932,218800.0,2242.0
1211,97157.4489126119,94900.0,2257.0
19152,152239.34439110736,154500.0,2261.0
7838,116462.96032340606,114200.0,2263.0
19115,226065.51518445768,223800.0,2266.0
9727,229631.38026989056,231900.0,2269.0
2622,80673.3569823619,78400.0,2273.0
583,276975.0829751205,274700.0,2275.0
20327,388923.22169703536,391200.0,2277.0
11795,164976.78906893512,162700.0,2277.0
10104,212723.33380443268,215000.0,2277.0
19741,53311.03623461476,55600.0,2289.0
8140,219607.50175269684,221900.0,2292.0
8166,228294.310775144,226000.0,2294.0
7385,114901.92570309286,117200.0,2298.0
3465,220505.9783020617,218200.0,2306.0
11544,336492.3932206966,338800.0,2308.0
4156,157912.19643476294,155600.0,2312.0
13637,83186.26093923746,85500.0,2314.0
18516,210177.68452110226,212500.0,2322.0
6938,174924.23212388167,172600.0,2324.0
2675,110124.10571867609,107800.0,2324.0
3519,230573.20501718184,232900.0,2327.0
9270,257932.7600221275,255600.0,2333.0
6609,160766.0182106654,163100.0,2334.0
