,predicciones,valor real,diferencia
20293,185761.61740356404,186200.0,438.0
771,150438.68509298452,150000.0,439.0
3649,179239.04501630669,178800.0,439.0
14951,154557.87318642833,155000.0,442.0
4563,130850.619010864,131300.0,449.0
5996,118254.26659488893,117800.0,454.0
13975,89456.43117267697,89000.0,456.0
13103,241356.43028261524,240900.0,456.0
4023,216458.5612671714,216000.0,459.0
11363,206739.06545590825,207200.0,461.0
7794,153124.97172041488,153600.0,475.0
11655,215125.05776865868,215600.0,475.0
16468,88276.74495071237,87800.0,477.0
20262,234920.98961507413,235400.0,479.0
4002,419482.1883974422,419000.0,482.0
7497,101312.2778858156,101800.0,488.0
4214,209388.69289873703,208900.0,489.0
20576,98889.65544223192,98400.0,490.0
5592,171591.20678718487,171100.0,491.0
16479,150707.24682285514,151200.0,493.0
14760,124505.04573435575,125000.0,495.0
1437,227394.83036371088,226900.0,495.0
1198,55703.68130359583,56200.0,496.0
1044,143599.03736188821,144100.0,501.0
12170,71806.00748531317,71300.0,506.0
6903,199308.05542803643,198800.0,508.0
9842,225512.28945013438,225000.0,512.0
17789,179112.8807001895,178600.0,513.0
9672,129485.8654652551,130000.0,514.0
4971,127117.84835369722,126600.0,518.0
19292,204077.0046438707,204600.0,523.0
4471,147128.43824748963,146600.0,528.0
9147,252329.44345818693,251800.0,529.0
2454,96233.55841984256,95700.0,534.0
4283,225552.96245166595,225000.0,553.0
97,125553.60513516236,125000.0,554.0
13480,85536.57749739586,86100.0,563.0
11314,223366.9157225624,222800.0,567.0
8130,148666.74450234632,148100.0,567.0
11789,92572.71830060071,92000.0,573.0
14207,109326.49485651945,109900.0,574.0
16513,125521.27943125513,126100.0,579.0
7827,180220.0347627105,180800.0,580.0
2165,68681.27418419212,68100.0,581.0
16813,239212.31573586183,239800.0,588.0
16731,159188.5983029611,158600.0,589.0
789,180310.71040833322,180900.0,589.0
19836,64407.763963706384,65000.0,592.0
6530,165303.1286965392,165900.0,597.0
7442,159099.49110199,159700.0,601.0
13996,80603.8974280553,80000.0,604.0
17317,214594.32329667086,215200.0,606.0
566,230406.68068217539,229800.0,607.0
17376,132607.1466879396,132000.0,607.0
3521,235591.22761273402,236200.0,609.0
17736,231388.43552458845,232000.0,612.0
4543,130320.0116128613,129700.0,620.0
1167,52478.42802431909,53100.0,622.0
3691,153676.68912743905,154300.0,623.0
7047,170174.1794042893,170800.0,626.0
10050,153626.60284770088,153000.0,627.0
9334,256029.01312843146,255400.0,629.0
7290,148828.58662831318,148200.0,629.0
7108,212168.98426513665,212800.0,631.0
14255,87967.27454453742,88600.0,633.0
4139,172763.32173817075,173400.0,637.0
670,191562.3702603074,192200.0,638.0
3675,179140.96154730476,178500.0,641.0
4403,156951.40046055708,156300.0,651.0
2955,75342.2964877449,76000.0,658.0
20525,141042.1273456721,141700.0,658.0
2959,72340.5399162434,73000.0,659.0
3460,181834.8331086273,182500.0,665.0
6918,454465.1016988654,453800.0,665.0
18844,63969.963207627356,63300.0,670.0
17638,337973.56567754457,337300.0,674.0
9089,137525.49248319335,138200.0,675.0
1062,118974.64425524487,118300.0,675.0
18015,287477.2802772156,286800.0,677.0
18797,108476.84830260742,107800.0,677.0
11626,262322.10243037227,263000.0,678.0
6238,163384.13584983838,162700.0,684.0
4145,172795.62961604068,172100.0,696.0
277,197400.92128733924,198100.0,699.0
1792,269097.53893828014,269800.0,702.0
6879,202991.9390798129,203700.0,708.0
6646,200712.00516321225,200000.0,712.0
9492,106113.4717138143,105400.0,713.0
4464,140213.34980753204,139500.0,713.0
18410,210414.18894786783,209700.0,714.0
19073,194784.54211712116,195500.0,715.0
14394,226720.62258777744,226000.0,721.0
14111,94123.55425074225,93400.0,724.0
11664,202971.16327808326,203700.0,729.0
8484,155431.24830869766,154700.0,731.0
3669,160866.8108444023,161600.0,733.0
10547,336366.0387194832,337100.0,734.0
11205,160654.14605531452,161400.0,746.0
13860,162352.1845486965,163100.0,748.0
4537,145751.03422087053,145000.0,751.0
604,194947.51521279302,195700.0,752.0
635,174242.14457216568,175000.0,758.0
13691,86742.10738374095,87500.0,758.0
13408,97834.62379126833,98600.0,765.0
2360,132533.020263854,133300.0,767.0
4202,156772.27461597003,156000.0,772.0
18174,345521.3483060965,346300.0,779.0
12581,73381.32308415335,72600.0,781.0
8041,219582.9185064872,218800.0,783.0
9527,120014.83985957073,120800.0,785.0
7419,162386.0321519057,161600.0,786.0
14773,141813.1042265267,142600.0,787.0
20287,165696.449248349,164900.0,796.0
19036,124199.40401144442,125000.0,801.0
15319,170500.89715202566,169700.0,801.0
8167,222198.73486959288,223000.0,801.0
3224,59798.70189417491,60600.0,801.0
14440,237398.0518555342,238200.0,802.0
9437,90698.34008292592,91500.0,802.0
11290,230486.704334124,231300.0,813.0
3749,189985.7494589995,190800.0,814.0
7377,117683.48705500003,118500.0,817.0
9646,139780.4884779228,140600.0,820.0
18003,272677.96417853434,273500.0,822.0
2675,106974.38041808683,107800.0,826.0
20251,219630.8489917469,218800.0,831.0
1269,126234.49808897986,125400.0,834.0
13516,89237.54861081904,88400.0,838.0
9638,96361.33156683051,97200.0,839.0
17828,268640.6476859921,267800.0,841.0
8378,158957.2794911415,159800.0,843.0
10278,328349.7711931463,327500.0,850.0
7834,144852.74611430732,144000.0,853.0
11419,291254.45611241984,290400.0,854.0
17433,86645.36977246142,87500.0,855.0
4021,219855.55981998018,219000.0,856.0
3341,67044.34147293077,67900.0,856.0
7233,152840.75535961043,153700.0,859.0
6264,181037.53567481594,181900.0,862.0
12684,143267.92070751725,142400.0,868.0
13257,232630.5727224138,233500.0,869.0
7610,101018.25744154974,101900.0,882.0
13585,67783.35412411098,66900.0,883.0
5573,250416.07600679644,251300.0,884.0
20288,187115.48676322767,188000.0,885.0
14420,184189.44666498242,183300.0,889.0
4864,163391.2002960376,162500.0,891.0
11229,232792.963280198,231900.0,893.0
12640,76298.28670207842,75400.0,898.0
10563,369599.66397675965,368700.0,900.0
2514,85904.37082433194,85000.0,904.0
12299,72495.94051788846,73400.0,904.0
7473,132004.85922675033,131100.0,905.0
6224,204179.51530987694,205100.0,920.0
12033,106521.59924500546,105600.0,922.0
11375,218273.0089296103,219200.0,927.0
17950,287370.5619677239,288300.0,929.0
12739,163067.47764184693,164000.0,933.0
8209,116835.66765821347,115900.0,936.0
5652,241358.130198877,242300.0,942.0
7072,190857.58646000875,191800.0,942.0
17541,173552.57663156022,174500.0,947.0
5124,98450.00553167984,97500.0,950.0
13577,76146.8365772356,77100.0,953.0
7879,232756.2999446292,231800.0,956.0
19778,58543.20968719639,59500.0,957.0
534,213858.38789243676,212900.0,958.0
15940,241937.8125893753,242900.0,962.0
13677,107462.73924653087,106500.0,963.0
7490,95725.32202383195,96700.0,975.0
18515,186524.15489582316,187500.0,976.0
4177,156021.7293496835,157000.0,978.0
4830,149017.9312562322,150000.0,982.0
20589,59888.48610416797,58900.0,988.0
861,217890.44065994374,216900.0,990.0
7812,177005.10793339345,178000.0,995.0
8085,207895.55109641363,206900.0,996.0
3430,146203.06599097536,147200.0,997.0
4929,89197.06024575524,88200.0,997.0
17602,245998.01365705574,247000.0,1002.0
20554,98806.59958037944,97800.0,1007.0
796,174991.61080336728,176000.0,1008.0
13462,113908.89491043816,112900.0,1009.0
6319,177989.3866445608,179000.0,1011.0
19257,212083.8970284015,213100.0,1016.0
20207,228278.82046307204,229300.0,1021.0
4256,251023.15465977613,250000.0,1023.0
6081,192724.6232589177,191700.0,1025.0
12857,79430.02633320063,78400.0,1030.0
6481,147430.40178304753,146400.0,1030.0
16599,89567.76240842312,90600.0,1032.0
6118,137462.0430908159,138500.0,1038.0
11384,330840.15985651436,329800.0,1040.0
19533,77340.64783544681,76300.0,1041.0
7910,194257.94606517517,195300.0,1042.0
10305,302945.44660672336,301900.0,1045.0
13961,227546.1910905245,226500.0,1046.0
12179,103153.86478960374,104200.0,1046.0
2177,80053.31807817373,81100.0,1047.0
15025,184147.6784055112,185200.0,1052.0
12797,60855.34213473587,59800.0,1055.0
18942,304141.5698836378,305200.0,1058.0
17128,157660.0462418049,156600.0,1060.0
997,217860.69372185972,216800.0,1061.0
20597,67639.40547884797,68700.0,1061.0
720,175062.3385442926,174000.0,1062.0
7404,167832.48852892593,168900.0,1068.0
2860,101872.2302073579,100800.0,1072.0
10180,188574.94360780373,187500.0,1075.0
10067,82823.23134246783,83900.0,1077.0
2436,74176.8090174974,73100.0,1077.0
7586,99720.00251333398,100800.0,1080.0
7880,239717.25818557898,240800.0,1083.0
16213,89189.03808754036,88100.0,1089.0
3619,174903.42206680786,176000.0,1097.0
6271,151900.4792237362,150800.0,1100.0
4539,147100.51354350382,146000.0,1101.0
4274,201101.85289371124,200000.0,1102.0
13811,71507.18629257579,70400.0,1107.0
15888,186410.65991555678,185300.0,1111.0
9755,391216.21673720796,390100.0,1116.0
4122,176117.1110761664,175000.0,1117.0
13675,84582.05877316446,85700.0,1118.0
4375,198878.22779587173,200000.0,1122.0
12883,119577.55405208224,120700.0,1122.0
3980,211221.6983753689,210100.0,1122.0
7996,207876.78077296168,209000.0,1123.0
3431,140725.4209576812,139600.0,1125.0
7430,161931.75727082172,160800.0,1132.0
1878,109363.02637035202,110500.0,1137.0
1267,118257.4762103312,119400.0,1143.0
10918,160248.0223776229,159100.0,1148.0
7847,144650.40399843664,145800.0,1150.0
7814,194850.37462071917,196000.0,1150.0
12253,111346.60239270935,112500.0,1153.0
12699,56160.472959702514,55000.0,1160.0
14478,276337.50068992603,277500.0,1162.0
10807,216363.22838839894,215200.0,1163.0
2186,71965.81375160237,70800.0,1166.0
7031,141333.69938973628,142500.0,1166.0
7613,110968.27622708364,109800.0,1168.0
3840,222170.9870980996,221000.0,1171.0
10255,191873.6260418595,190700.0,1174.0
20029,66522.56689614279,67700.0,1177.0
11917,130919.26637003309,132100.0,1181.0
18792,92216.12309647322,93400.0,1184.0
17662,287816.1270142355,289000.0,1184.0
1909,98784.7660007847,97600.0,1185.0
12593,100412.47783852962,101600.0,1188.0
896,217610.40241059905,218800.0,1190.0
2068,80110.196220221,81300.0,1190.0
1886,89205.66587414755,90400.0,1194.0
18720,112596.12222633441,111400.0,1196.0
3211,60901.45644222686,59700.0,1201.0
20061,64498.64746223809,65700.0,1201.0
4484,113704.81478424242,112500.0,1205.0
12705,137808.0663493891,136600.0,1208.0
6182,182307.6422284778,181100.0,1208.0
16488,163978.03666148137,165200.0,1222.0
13777,121569.12237296405,122800.0,1231.0
4812,194437.52745837998,193200.0,1238.0
19500,99548.66915492876,98300.0,1249.0
10775,263051.07952977874,261800.0,1251.0
18569,176537.19608635205,177800.0,1263.0
4176,197863.90686917555,196600.0,1264.0
19354,240433.3631263714,241700.0,1267.0
12248,106371.86372961325,105100.0,1272.0
19068,206728.1710835999,208000.0,1272.0
7444,163374.03243336797,162100.0,1274.0
14643,253277.23913151404,252000.0,1277.0
13590,72078.2494636612,70800.0,1278.0
19630,158177.60317369102,156900.0,1278.0
7543,103579.35096226068,102300.0,1279.0
2821,62216.07028324911,63500.0,1284.0
4414,175588.00825544255,174300.0,1288.0
9505,143389.60128663672,142100.0,1290.0
2139,78193.67516958917,76900.0,1294.0
1359,141093.58129590942,139800.0,1294.0
7854,189602.16372847382,190900.0,1298.0
6939,173901.7273847559,175200.0,1298.0
7225,153198.70369751914,151900.0,1299.0
1611,204999.82331403153,206300.0,1300.0
12698,97006.16053311096,95700.0,1306.0
15024,225007.27958459803,223700.0,1307.0
14140,119608.11094779358,118300.0,1308.0
16036,220189.1469567574,221500.0,1311.0
16604,196511.7128977602,195200.0,1312.0
10959,164312.69864728634,163000.0,1313.0
7865,179577.38855526072,180900.0,1323.0
16404,154973.52907643758,156300.0,1326.0
14522,173872.17933303228,175200.0,1328.0
20402,210471.89204769453,211800.0,1328.0
4894,91931.2313481596,90600.0,1331.0
7860,194467.3241304506,195800.0,1333.0
14599,186161.05571211386,187500.0,1339.0
4838,152941.28473332938,151600.0,1341.0
14652,165356.45936225913,166700.0,1344.0
13808,58253.81546538367,59600.0,1346.0
11728,223650.55785932968,225000.0,1349.0
18642,235950.1533056784,234600.0,1350.0
20186,76359.26806003245,75000.0,1359.0
7737,195240.19193150138,196600.0,1360.0
14757,91835.78774756566,93200.0,1364.0
6938,173970.7581553521,172600.0,1371.0
20561,107517.54870482336,108900.0,1382.0
3757,176018.0819980536,177400.0,1382.0
7576,125401.50900368264,126800.0,1398.0
13046,53587.40977585985,55000.0,1413.0
6019,109913.21596695337,108500.0,1413.0
8104,138917.41192822123,137500.0,1417.0
9727,230481.90063228988,231900.0,1418.0
14132,139519.7544355938,138100.0,1420.0
684,181677.60198827286,183100.0,1422.0
20334,233629.15762436797,232200.0,1429.0
13410,122129.19814184966,120700.0,1429.0
14165,169031.24698257522,167600.0,1431.0
5182,95931.10268182703,94500.0,1431.0
7379,113660.24733343098,115100.0,1440.0
9557,67659.74719462794,69100.0,1440.0
7435,180540.62326528633,179100.0,1441.0
12791,101958.74281402706,103400.0,1441.0
19152,155941.60554819362,154500.0,1442.0
16322,108851.03601107502,110300.0,1449.0
5174,96549.62300203898,98000.0,1450.0
19356,173352.86736002518,171900.0,1453.0
2530,64871.06819082846,63400.0,1471.0
5626,158622.94213125168,160100.0,1477.0
20383,227319.56841709145,228800.0,1480.0
5085,93683.57823346148,92200.0,1484.0
20340,249316.26731130492,250800.0,1484.0
13338,157611.5107939489,159100.0,1488.0
4472,134004.3711529359,135500.0,1496.0
16455,112197.34730996913,110700.0,1497.0
7670,172497.14208369382,174000.0,1503.0
4467,164607.22705258935,163100.0,1507.0
9441,71706.51277814654,70200.0,1507.0
20621,75992.31634756847,77500.0,1508.0
7239,155816.32278570416,154300.0,1516.0
1679,180415.9803991455,178900.0,1516.0
13133,96283.07938037656,97800.0,1517.0
14687,434573.66077433317,436100.0,1526.0
6932,149128.37601664965,147600.0,1528.0
20283,174270.24567020976,175800.0,1530.0
19696,95662.06394543266,97200.0,1538.0
15331,163940.91551510553,162400.0,1541.0
7439,149653.7020491429,148100.0,1554.0
11070,245745.98142551613,247300.0,1554.0
13197,129956.6708436415,128400.0,1557.0
12252,95971.58947547391,94400.0,1572.0
3929,222206.58841093857,223800.0,1593.0
9830,280793.784889335,279200.0,1594.0
7830,145805.4130039651,147400.0,1595.0
6203,205995.72145069414,204400.0,1596.0
1099,92203.81626226642,93800.0,1596.0
4490,107802.9034952565,109400.0,1597.0
4921,104496.86034471734,102900.0,1597.0
15149,190799.02514723438,189200.0,1599.0
13927,49701.375123428734,48100.0,1601.0
7306,153098.0169067998,154700.0,1602.0
7423,160907.01834432938,159300.0,1607.0
19045,153189.24770327163,154800.0,1611.0
16453,99810.81476783572,98200.0,1611.0
1483,180388.3921546121,182000.0,1612.0
13218,223785.6205512358,225400.0,1614.0
10042,118715.74719001295,117100.0,1616.0
1113,88115.82070527488,86500.0,1616.0
3012,114883.20693746395,116500.0,1617.0
11128,119717.27773647645,118100.0,1617.0
13648,69282.2485098269,70900.0,1618.0
7995,215679.94723876216,217300.0,1620.0
4409,157124.56820579147,155500.0,1625.0
1991,48764.99991055607,50400.0,1635.0
1034,125435.65459884604,123800.0,1636.0
7043,169763.393307193,171400.0,1637.0
939,188762.44542539865,190400.0,1638.0
3664,166242.18814530474,164600.0,1642.0
19229,184551.63726863562,186200.0,1648.0
6189,178751.32010454993,180400.0,1649.0
19379,141050.74547518633,142700.0,1649.0
7039,169147.29099325743,170800.0,1653.0
578,246943.6676986462,248600.0,1656.0
5223,88538.83363796229,90200.0,1661.0
12583,76637.07935250411,78300.0,1663.0
15429,112965.7819018758,111300.0,1666.0
6087,187668.91337692476,186000.0,1669.0
10951,139172.8395405463,137500.0,1673.0
6927,142117.44620777684,143800.0,1683.0
13225,160817.1093664731,162500.0,1683.0
571,229316.41112511378,231000.0,1684.0
7652,202187.77511229535,200500.0,1688.0
5702,262989.23779560684,261300.0,1689.0
6117,153088.83086413628,151400.0,1689.0
7076,206408.11195432662,208100.0,1692.0
19199,166693.78097444604,165000.0,1694.0
9522,101694.60197045148,100000.0,1695.0
9769,115996.44268072373,114300.0,1696.0
19741,57296.448792627256,55600.0,1696.0
17483,335497.778978413,333800.0,1698.0
15545,247387.25840414874,249100.0,1713.0
4943,158015.8465902473,156300.0,1716.0
3181,67384.16159792,69100.0,1716.0
1750,147818.7970954656,146100.0,1719.0
14974,130577.56058990449,132300.0,1722.0
5185,92026.08632920246,90300.0,1726.0
3786,195834.15226826788,194100.0,1734.0
14764,119064.29418156837,120800.0,1736.0
1933,170761.66762885445,172500.0,1738.0
6936,158857.78495864006,160600.0,1742.0
7173,120942.79056408809,119200.0,1743.0
14926,265153.83691428206,266900.0,1746.0
7443,150051.99832411122,151800.0,1748.0
6630,148350.4278282267,146600.0,1750.0
4204,212649.62553957698,210900.0,1750.0
15344,118849.7315867503,117100.0,1750.0
17466,279147.72900547547,280900.0,1752.0
7207,132144.49406522443,133900.0,1756.0
18825,56844.335396260314,58600.0,1756.0
10087,215239.81520120247,217000.0,1760.0
228,245138.73488315725,246900.0,1761.0
14113,92063.25950705289,90300.0,1763.0
17678,189866.28270155768,188100.0,1766.0
4022,211323.81263466482,213100.0,1776.0
14752,136221.20688939444,138000.0,1779.0
7858,185186.33468700678,183400.0,1786.0
13911,40713.42166886266,42500.0,1787.0
9660,59291.4339236306,57500.0,1791.0
19746,61903.9691836822,63700.0,1796.0
2411,110099.60133696086,108300.0,1800.0
7484,116295.98731142981,118100.0,1804.0
6211,220610.6635507096,218800.0,1811.0
4450,170616.41719074646,168800.0,1816.0
4392,159316.92019328376,157500.0,1817.0
12641,85176.63825800858,87000.0,1823.0
4488,144622.65763775428,142800.0,1823.0
12587,193724.1817336023,191900.0,1824.0
16794,278875.9619654186,280700.0,1824.0
15127,156474.24828982062,158300.0,1826.0
7285,123171.19299090694,125000.0,1829.0
4640,235133.95724613487,233300.0,1834.0
9653,85665.19505830551,87500.0,1835.0
3465,220035.5877207595,218200.0,1836.0
19970,47657.42712399174,49500.0,1843.0
1821,290046.0434447613,288200.0,1846.0
7901,273243.12575163564,275100.0,1857.0
6628,150660.99135109206,148800.0,1861.0
8178,242927.04580913985,244800.0,1873.0
8677,278423.7026801959,280300.0,1876.0
18790,78379.28767136094,76500.0,1879.0
20511,65916.75581323451,67800.0,1883.0
20149,236016.60330473323,237900.0,1883.0
4149,163890.06417769962,162000.0,1890.0
3646,185592.42266744172,183700.0,1892.0
6934,112206.24693424546,114100.0,1894.0
20182,156094.0432254256,154200.0,1894.0
12036,127996.50900439767,126100.0,1897.0
4443,161101.77006971964,159200.0,1902.0
4444,143896.71645862813,145800.0,1903.0
20289,193190.4208551573,195100.0,1910.0
7429,151490.17691082746,153400.0,1910.0
4646,408088.88107225636,410000.0,1911.0
13733,119714.43256460532,117800.0,1914.0
11233,199319.45988811657,197400.0,1919.0
7180,143621.42839928326,141700.0,1921.0
19302,238978.46413212013,240900.0,1922.0
1064,76176.5648759554,78100.0,1923.0
14758,137374.59682816238,139300.0,1925.0
13827,99971.38048103225,101900.0,1929.0
5920,147860.6169539456,149800.0,1939.0
13845,101160.24432554538,103100.0,1940.0
13280,137357.97300377156,139300.0,1942.0
19294,192455.42235447105,194400.0,1945.0
16631,187655.34749444976,189600.0,1945.0
3686,177646.12980307342,175700.0,1946.0
10972,220745.71354318847,218800.0,1946.0
1743,99150.63250851235,97200.0,1951.0
16842,304054.92276249256,302100.0,1955.0
7997,217555.97594884655,215600.0,1956.0
19265,144240.34278218175,146200.0,1960.0
5090,100628.44841142191,102600.0,1972.0
3665,149523.7095881034,151500.0,1976.0
18418,309521.94250773435,311500.0,1978.0
18028,243322.11397757108,245300.0,1978.0
17573,163619.87825276592,165600.0,1980.0
20551,93819.95211270882,95800.0,1980.0
13728,124283.06622765103,122300.0,1983.0
7596,93484.22778545594,91500.0,1984.0
11162,194116.28719633113,196100.0,1984.0
19557,80115.9147903925,82100.0,1984.0
11446,332689.3776756967,330700.0,1989.0
14086,214502.31328461604,216500.0,1998.0
1959,152900.31717844494,150900.0,2000.0
14004,80500.97675179283,78500.0,2001.0
11964,99803.53293152072,97800.0,2004.0
2173,72691.60387414799,74700.0,2008.0
12624,150789.64238694258,152800.0,2010.0
9531,81082.37223879487,83100.0,2018.0
4532,141622.97657442826,139600.0,2023.0
2511,164528.8163739242,162500.0,2029.0
12319,68331.54258001072,66300.0,2032.0
7844,148866.93102407124,150900.0,2033.0
6025,132266.38158777927,134300.0,2034.0
7626,170634.29752844956,168600.0,2034.0
20598,57537.19539373441,55500.0,2037.0
8402,146455.87155305542,148500.0,2044.0
4757,141747.62293430488,139700.0,2048.0
12856,74758.5057616263,72700.0,2059.0
1141,90540.23518457368,92600.0,2060.0
12155,119263.11559800518,117200.0,2063.0
14765,130733.80210064678,132800.0,2066.0
2247,55569.42433944513,53500.0,2069.0
5616,166769.25496669346,164700.0,2069.0
4801,122073.66210523521,120000.0,2074.0
12660,95421.77508092404,97500.0,2078.0
12188,113378.98321996728,111300.0,2079.0
15420,138081.7762589382,136000.0,2082.0
19729,260384.10738266475,258300.0,2084.0
20547,105812.4137592531,107900.0,2088.0
3973,185405.7269035215,187500.0,2094.0
15206,211294.92566432524,209200.0,2095.0
6817,203099.6006063022,205200.0,2100.0
722,178799.4045109995,180900.0,2101.0
74,135398.3797860896,137500.0,2102.0
4306,189613.2735264561,187500.0,2113.0
7217,142879.5823533293,145000.0,2120.0
4511,147875.15315321495,150000.0,2125.0
16982,284126.9411072873,282000.0,2127.0
18823,45627.849451477116,43500.0,2128.0
15609,298170.6220404527,300300.0,2129.0
16369,92632.38501359231,90500.0,2132.0
9092,134164.90604877414,136300.0,2135.0
16505,136735.230273813,134600.0,2135.0
9428,197863.76454239228,200000.0,2136.0
7390,98463.95265202795,100600.0,2136.0
7433,145938.3542812076,143800.0,2138.0
6515,170961.1418581038,173100.0,2139.0
4750,174842.3471144499,172700.0,2142.0
227,259447.04388691287,257300.0,2147.0
17116,160452.6212943555,162600.0,2147.0
1403,237748.40080954583,235600.0,2148.0
16808,239652.58143928554,237500.0,2153.0
19411,250752.67245852976,248600.0,2153.0
9771,188440.8949354529,190600.0,2159.0
15172,275829.6339438279,278000.0,2170.0
17728,244072.0357419172,241900.0,2172.0
14312,79476.18765083171,77300.0,2176.0
